ID;Disciplina;Assunto;Assertiva;Gabarito;comentario;Assunto_Novo;Assunto_Corrigido
280;direiro previdenciário;Financiamento da Seguridade Social;O produtor rural pessoa física, na condição de empregador, recolhe a contribuição patronal substitutiva à alíquota básica de 1,2% sobre a receita bruta da comercialização, o que o isenta de recolher a contribuição de 20% incidente sobre a remuneração de contribuintes individuais contratados.;E;A contribuição substitutiva sobre a comercialização não abrange as contribuições incidentes sobre a remuneração de contribuintes individuais. O produtor rural continua obrigado a recolher 20% sobre o que paga a esses profissionais.;Salário-Família;Salário-Família
281;direiro previdenciário;Financiamento da Seguridade Social;A partir do exercício de 2019, a contribuição substitutiva incidente sobre a receita bruta da comercialização da produção rural deixou de ser obrigatória para o produtor rural pessoa física, que passou a ter o direito de optar anualmente por recolher a contribuição patronal tradicional (20% + SAT) sobre a folha de salários.;C;Desde 2019, o produtor rural pessoa física tem a opção de escolher entre contribuir sobre a receita bruta da comercialização (substitutiva) ou sobre a folha de salários dos empregados (regra geral).;Tópicos Mesclados / Outros (Previdenciário);Tópicos Mesclados sobre Segurados (RGPS)
282;direiro previdenciário;Tópicos Mesclados sobre Segurados (RGPS);Caso o produtor rural pessoa física opte por recolher as contribuições previdenciárias sobre a folha de salários no mês de janeiro, poderá retratar-se e mudar para o regime de contribuição sobre a comercialização no meio do ano se achar mais vantajoso.;E;A opção feita pelo produtor rural pessoa física manifesta-se mediante o pagamento da contribuição de janeiro (ou 1ª competência) e é expressamente irretratável para todo o ano-calendário.;Tópicos Mesclados / Outros (Previdenciário);Tópicos Mesclados sobre Segurados (RGPS)
283;direiro previdenciário;Tópicos Mesclados sobre Segurados (RGPS);Quando o produtor rural pessoa física vende sua produção para uma empresa adquirente, consumidora ou cooperativa, a obrigação de reter e recolher a contribuição previdenciária é transferida (sub-rogada) à referida empresa adquirente.;C;Nesses casos, a empresa compradora fica com a obrigação de proceder à retenção da contribuição e recolher para a União até o dia 20 do mês seguinte ao da efetivação da operação.;Tópicos Mesclados / Outros (Previdenciário);Tópicos Mesclados sobre Segurados (RGPS)
284;direiro previdenciário;Receitas das Contribuições Sociais;Para que o produtor rural pessoa jurídica tenha direito de contribuir de forma substitutiva sobre a receita bruta da comercialização, a lei exige que ele exerça exclusivamente a atividade de produção rural.;C;Se a pessoa jurídica vier a exercer além da atividade rural outra atividade comercial, industrial ou de serviços, ela perde o direito à substituição e deve contribuir sobre a folha de pagamento como qualquer empresa urbana.;Tópicos Mesclados / Outros (Previdenciário);Receitas das Contribuições Sociais
285;direiro previdenciário;Receitas das Contribuições Sociais;Assim como ocorre com o produtor pessoa física, o produtor rural pessoa jurídica que vende sua produção para uma empresa consumidora tem a sua contribuição retida e recolhida pela adquirente (sub-rogação).;E;Ao contrário do produtor rural pessoa física, a pessoa jurídica que se dedica à atividade rural deverá recolher as suas próprias contribuições até o dia 20 do mês subsequente, não havendo a figura da retenção (sub-rogação) pela empresa adquirente.;Tópicos Mesclados / Outros (Previdenciário);Receitas das Contribuições Sociais
286;direiro previdenciário;Receitas das Contribuições Sociais;A contribuição previdenciária do produtor rural pessoa jurídica incidente sobre a receita bruta da comercialização da produção possui alíquota básica de 1,7%, acrescida de 0,1% para o financiamento do SAT/GILRAT.;C;A alíquota previdenciária do PRPJ é de 1,8% no total para a seguridade (1,7% básico + 0,1% SAT). (Há ainda 0,25% do SENAR, que é para terceiros).;Financiamento da Seguridade Social;Receitas das Contribuições Sociais
287;direiro previdenciário;Receitas das Contribuições Sociais;A agroindústria é conceituada pela legislação como o produtor rural pessoa jurídica que industrializa estritamente a sua própria produção, perdendo essa classificação caso industrialize produção adquirida de terceiros.;E;A legislação previdenciária conceitua a agroindústria como o produtor rural pessoa jurídica que industrializa sua própria produção, podendo, também, validamente beneficiar a produção adquirida de terceiros.;Tópicos Mesclados / Outros (Previdenciário);Receitas das Contribuições Sociais
288;direiro previdenciário;Receitas das Contribuições Sociais;Ao contrário do que é exigido para o produtor rural pessoa jurídica (que perde o regime se tiver outras atividades), a agroindústria contribuirá na forma substitutiva da parte patronal mesmo quando se dedicar a outras atividades econômicas não rurais.;C;O material aponta expressamente que a agroindústria, mesmo quando se dedica a outras atividades econômicas, vai contribuir na forma substitutiva da parte patronal.;Tópicos Mesclados / Outros (Previdenciário);Receitas das Contribuições Sociais
289;direiro previdenciário;Receitas das Contribuições Sociais;Se a agroindústria auferir receitas decorrentes da prestação de serviços a terceiros, essas receitas integrarão normalmente a base de cálculo da contribuição substitutiva rural.;E;A receita correspondente a operações relativas a serviços prestados a terceiros será excluída da base de cálculo substitutiva. A agroindústria será obrigada a recolher a contribuição patronal normal de 20% (folha) sobre os empregados utilizados exclusivamente nestas atividades de serviços.;Tópicos Mesclados / Outros (Previdenciário);Receitas das Contribuições Sociais
290;direiro previdenciário;Receitas das Contribuições Sociais;A contribuição substitutiva da parte patronal não se aplica, em nenhuma hipótese, às agroindústrias que se dedicam a atividades de suinocultura, avicultura, piscicultura e carcinicultura.;C;Essas atividades (além das cooperativas e do florestamento para celulose) são exceções legais expressas que não se beneficiam da contribuição substitutiva sobre a receita de comercialização.;Tópicos Mesclados / Outros (Previdenciário);Receitas das Contribuições Sociais
291;direiro previdenciário;Receitas das Contribuições Sociais;A associação desportiva que mantém equipe de futebol profissional substitui a contribuição patronal de 20% pela alíquota de 5% sobre a receita bruta dos espetáculos, incidência esta que se restringe apenas às partidas oficiais de futebol de que participar.;E;A contribuição substitutiva de 5% recai sobre a receita bruta dos espetáculos de TODAS as modalidades desportivas (ex: vôlei, basquete, etc.) promovidas pela associação dentro do território nacional, e não apenas no futebol.;Salário-Família;Receitas das Contribuições Sociais
292;direiro previdenciário;Receitas das Contribuições Sociais;Além da receita dos espetáculos desportivos, a associação desportiva que mantém equipe de futebol profissional sofre a incidência da alíquota substitutiva de 5% sobre as verbas recebidas de patrocínio, licenciamento de marcas e símbolos, e transmissão de jogos.;C;A substituição do futebol profissional abarca essas duas frentes: 5% sobre as bilheterias de jogos e 5% sobre as receitas de patrocínios, licenciamentos e afins.;Salário-Família;Receitas das Contribuições Sociais
293;direiro previdenciário;Da Arrecadação e Recolhimento das Contribuições;Tratando-se de receita decorrente de contrato de patrocínio, a associação desportiva de futebol profissional recebe o valor integral e efetua, por conta própria, o recolhimento dos 5% ao fisco.;E;No caso das verbas de patrocínio, publicidade e licenciamento, caberá à EMPRESA PATROCINADORA o dever legal de reter e realizar o recolhimento da contribuição até o dia 20 do mês seguinte ao da ocorrência.;Da Arrecadação e Recolhimento das Contribuições;Da Arrecadação e Recolhimento das Contribuições
294;direiro previdenciário;Financiamento da Seguridade Social;Se o clube de futebol profissional mantiver uma atividade econômica desvinculada do desporto profissional, como a gestão de um clube social autônomo, os empregados deste setor submeter-se-ão às regras gerais de contribuição patronal sobre a folha de salários.;C;A contribuição substitutiva aplica-se APENAS às atividades diretamente relacionadas com a manutenção e administração da equipe profissional de futebol. As demais atividades econômicas recolhem sobre a folha de pagamento normalmente.;Contribuinte Individual (RGPS);Contribuinte Individual (RGPS)
295;direiro previdenciário;Da Arrecadação e Recolhimento das Contribuições;Nos espetáculos desportivos, a responsabilidade legal pelo recolhimento da contribuição de 5% sobre a receita da bilheteria é do clube mandante, que deve efetuar o pagamento ao INSS até o dia 20 do mês subsequente à partida.;E;No caso dos espetáculos desportivos, fica o PROMOTOR DO EVENTO (entidade organizadora) responsável pelo recolhimento da contribuição no prazo curtíssimo de ATÉ 02 DIAS ÚTEIS seguintes ao do espetáculo.;Da Arrecadação e Recolhimento das Contribuições;Da Arrecadação e Recolhimento das Contribuições
